course_id,name,department,units
79-247,"African Americans, Imprisonment, and the Carceral State",History,9
79-256,"Sex, Guns, and Rock 'n Roll: Youth Rebellion in 1960s & 1970s Europe",History,6
79-259,France During World War II,History,9
79-262,Modern China: From the Birth of Mao ... to Now,History,9
79-266,Russian History and Revolutionary Socialism,History,9
79-264,Tibet and China: History and Propaganda,History,6
79-270,Anti-Semitism Then and Now: Perspectives from the Middle Ages to the Present,History,6
79-275,Introduction to Global Studies,History,9
79-294,Islam on the Main Street in the West since the 18th Century,History,9
79-286,Archaeology: Understanding the Ancient World,History,6
79-279,"Comparative Study of Nationalism Case Studies: USA, Arabia, South Africa",History,9
79-300,"Guns in American History: Culture, Violence, and Politics",History,9
79-303,Pittsburgh and the Transformation of Modern Urban America,History,6
79-315,Thirsty Planet: The Politics of Water in Global Perspective,History,9
79-313,"""Unwanted"": Refugees, Asylum Seekers, and Patterns of Global Migration",History,6
79-316,"Photography, the First 100 Years, 1839-1939",History,9
79-327,Modern Girlhood: Historical and Contemporary Perspectives,History,6
79-333,"Sex, Gender & Anthropology",History,9
79-330,Medicine and Society,History,9
79-343,"Education, Democracy, and Civil Rights",History,9
79-346,American Political Humor,History,9
79-355,"Fake News: ""Truth"" in the History of American Journalism",History,6
79-352,"Christianity Divided: The Protestant and Catholic Reformations, 1450-1650",History,9
79-382,"Law, Voting Rights, & American Democracy: Historical & Contemporary Perspectives",History,6
79-364,From Midwife to Obstetrician: The Transformation of Modern Childbirth,History,6
79-367,Disastrous Encounters,History,9
79-375,Science & Religion,History,6
79-383,The History of Capitalism,History,9
79-388,The History of Sports in the United States,History,9
79-390,History Workshop: Computer Science,History,9
79-395,The Arts in Pittsburgh,History,9
79-397,Environmental Crises and the City,History,6
79-398,Documenting the 1967 Arab-Israeli War,History,9
79-400,Global Studies Research Seminar,History,12
79-418,Russian Cinema: From the Bolshevik Revolution to Putin's Russia,History,9
79-449,EHPP Project Course,History,12
79-420,Historical Research Seminar,History,12
79-490,Language Enrichment,History,3
79-492,Faculty Research Assistant,History,9
79-503,Senior Thesis I,History,9
79-700,Theory and Method in Historical Studies,History,12
79-703,Proseminar in Transnational History,History,12
79-760,Public and Applied History,History,12
04-330,Fundamentals of Software Development and Problem Solving,Information & Communication Technology,12
04-605,MSIT Second-Year Seminar,Information & Communication Technology,6
04-601,First-Year Seminar,Information & Communication Technology,6
04-611,Strategic Use of Digital Information in Enterprise,Information & Communication Technology,12
04-614,African Venture Funding,Information & Communication Technology,6
04-641,Fundamentals of Telecommunications and Computer Networks,Information & Communication Technology,12
04-705,Academic Writing: Linguistic Foundations,Information & Communication Technology,6
04-706,Academic Writing: Analytical Writing,Information & Communication Technology,6
04-800,Advanced Database Systems,Information & Communication Technology,12
04-910,Entrepreneurship Project,Information & Communication Technology,24
04-900,MSIT Practicum,Information & Communication Technology,24
14-600,ST: Scholarship for Service Seminar,Information Networking Institute,0
14-513,Introduction to Computer Systems,Information Networking Institute,12
14-642,Introduction to Embedded Systems,Information Networking Institute,12
14-699,Silicon Valley Residency,Information Networking Institute,0
14-740,Fundamentals of Telecommunications Networks,Information Networking Institute,12
14-741,Introduction to Information Security,Information Networking Institute,12
14-761,Applied Information Assurance,Information Networking Institute,12
14-776,Fundamentals of Business and Management,Information Networking Institute,12
14-798,INI MSIT Project Practicum,Information Networking Institute,24
14-809,Introduction to Cyber Intelligence,Information Networking Institute,12
14-815,Entrepreneurship and Innovation in Technology,Information Networking Institute,12
14-840,Mobile Hardware for Software Engineers,Information Networking Institute,12
14-823,Network Forensics,Information Networking Institute,12
14-829,Mobile and IoT Security,Information Networking Institute,12
14-848,"Cloud Infrastructure: Design, Analysis and Implementation",Information Networking Institute,12
14-850,Special Topics: Cybersecurity Research Seminar,Information Networking Institute,12
95-702,Distributed Systems for Information Systems Management,Information Systems:Sch of IS & Mgt,12
95-703,Database Management,Information Systems:Sch of IS & Mgt,12
95-705,Telecommunications Management,Information Systems:Sch of IS & Mgt,12
95-706,Object Oriented Analysis and Design,Information Systems:Sch of IS & Mgt,6
95-712,Object Oriented Programming in JAVA,Information Systems:Sch of IS & Mgt,12
95-710,Economic Analysis,Information Systems:Sch of IS & Mgt,6
95-713,Intermediate Java II,Information Systems:Sch of IS & Mgt,6
95-715,Financial Accounting,Information Systems:Sch of IS & Mgt,6
95-716,Principles of Finance,Information Systems:Sch of IS & Mgt,6
95-717,Writing for Information Systems Management,Information Systems:Sch of IS & Mgt,6
95-718,Professional Speaking,Information Systems:Sch of IS & Mgt,6
95-722,Digital Transformation,Information Systems:Sch of IS & Mgt,6
95-723,Managing Disruptive Technologies,Information Systems:Sch of IS & Mgt,6
95-729,"E-Commerce Tech, Machine Learning, Analytics, & Bots",Information Systems:Sch of IS & Mgt,6
95-733,Internet of Things,Information Systems:Sch of IS & Mgt,6
95-734,Managing Digital Business,Information Systems:Sch of IS & Mgt,12
95-736,Advanced Relational Database Management,Information Systems:Sch of IS & Mgt,6
95-743,Cybersecurity Policy and Governance II,Information Systems:Sch of IS & Mgt,6
95-737,NoSQL Database Management,Information Systems:Sch of IS & Mgt,6
95-744,Cybersecurity Policy and Governance I,Information Systems:Sch of IS & Mgt,6
95-748,Software and Security,Information Systems:Sch of IS & Mgt,6
95-752,Introduction to Information Security Management,Information Systems:Sch of IS & Mgt,12
95-758,Network and Internet Security,Information Systems:Sch of IS & Mgt,12
95-760,Decision Making Under Uncertainty,Information Systems:Sch of IS & Mgt,6
95-771,Data Structures and Algorithms,Information Systems:Sch of IS & Mgt,12
95-775,IT Business Leadership,Information Systems:Sch of IS & Mgt,6
95-778,R for Data Science,Information Systems:Sch of IS & Mgt,6
95-791,Data Mining,Information Systems:Sch of IS & Mgt,6
95-794,Tech Startup: Market Discovery,Information Systems:Sch of IS & Mgt,6
95-796,Statistics for IT Managers,Information Systems:Sch of IS & Mgt,6
95-797,Data Warehousing,Information Systems:Sch of IS & Mgt,6
95-798,Tech Entrepreneurship and Innovation,Information Systems:Sch of IS & Mgt,6
95-799,Linux and Open Source,Information Systems:Sch of IS & Mgt,6
95-803,Deep Learning for Information Systems Management,Information Systems:Sch of IS & Mgt,6
95-808,IT Project Management,Information Systems:Sch of IS & Mgt,6
95-813,Intermediate Database Management,Information Systems:Sch of IS & Mgt,6
95-818,"Privacy Policy, Technology, and Law",Information Systems:Sch of IS & Mgt,12
95-810,Blockchain Fundamentals,Information Systems:Sch of IS & Mgt,6
95-819,"A/B Testing, Design and Analysis",Information Systems:Sch of IS & Mgt,6
95-824,Policies of Wireless Systems,Information Systems:Sch of IS & Mgt,12
95-833,"Global IT Management, Sourcing & Automation",Information Systems:Sch of IS & Mgt,12
95-845,Applied Analytics: the Machine Learning Pipeline,Information Systems:Sch of IS & Mgt,12
95-851,Making Products Count: Data Science for Product Managers,Information Systems:Sch of IS & Mgt,6
95-862,Current Topics in Privacy Seminar,Information Systems:Sch of IS & Mgt,3
95-865,Unstructured Data Analytics,Information Systems:Sch of IS & Mgt,6
95-855,Network Traffic Analysis,Information Systems:Sch of IS & Mgt,6
95-866,Advanced Business Analytics,Information Systems:Sch of IS & Mgt,6
95-869,Big Data and Large-scale Computing,Information Systems:Sch of IS & Mgt,6
95-881,Web Application Development,Information Systems:Sch of IS & Mgt,6
95-874,Agile Methods,Information Systems:Sch of IS & Mgt,6
95-883,Ethical Penetration Testing,Information Systems:Sch of IS & Mgt,6
95-882,Enterprise Web Development,Information Systems:Sch of IS & Mgt,6
95-884,Network Defenses,Information Systems:Sch of IS & Mgt,6
95-885,Data Science and Big Data,Information Systems:Sch of IS & Mgt,12
95-888,Data Focused Python,Information Systems:Sch of IS & Mgt,6
95-898,Introduction to Python,Information Systems:Sch of IS & Mgt,6
95-891,Introduction to Artificial Intelligence,Information Systems:Sch of IS & Mgt,12
95-906,Independent Study,Information Systems:Sch of IS & Mgt,6
84-050,Study Abroad,Institute for Politics and Strategy,0
84-104,Decision Processes in American Political Institutions,Institute for Politics and Strategy,9
84-310,International Political Economy,Institute for Politics and Strategy,9
84-326,Theories of International Relations,Institute for Politics and Strategy,9
84-330,The Shading of Democracy: The Influence of Race on American Politics,Institute for Politics and Strategy,6
84-346,Legal Issues in Public Administration,Institute for Politics and Strategy,6
84-340,Making Change: How Organized Interests Work in Washington,Institute for Politics and Strategy,12
84-360,CMU/WSP: Internship Seminar,Institute for Politics and Strategy,12
84-362,Diplomacy and Statecraft,Institute for Politics and Strategy,9
84-364,"Comparative Presidential Behavior: Leadership, Personality, and Decision Making",Institute for Politics and Strategy,9
84-380,Grand Strategy in the United States,Institute for Politics and Strategy,9
84-370,Global Nuclear Politics,Institute for Politics and Strategy,9
84-369,Decision Science for International Relations,Institute for Politics and Strategy,9
84-388,Concepts of War and Cyber War,Institute for Politics and Strategy,6
84-405,The Future of Warfare,Institute for Politics and Strategy,9
84-450,Policy Forum,Institute for Politics and Strategy,6
84-605,The Future of Warfare,Institute for Politics and Strategy,12
84-610,International Political Economy,Institute for Politics and Strategy,12
84-664,"Comparative Presidential Behavior: Leadership, Personality, and Decision Making",Institute for Politics and Strategy,12
84-662,Diplomacy and Statecraft,Institute for Politics and Strategy,12
84-669,Decision Science for International Relations,Institute for Politics and Strategy,12
84-670,Global Nuclear Politics,Institute for Politics and Strategy,12
84-680,Grand Strategy in the United States,Institute for Politics and Strategy,12
84-688,Concepts of War and Cyber War,Institute for Politics and Strategy,6
84-722,Comparative Political Institutions Graduate Seminar,Institute for Politics and Strategy,12
84-725,International Organizations & International Law Graduate Seminar,Institute for Politics and Strategy,12
84-736,Emerging Challenges in National Security,Institute for Politics and Strategy,6
84-765,Advanced Research Methods,Institute for Politics and Strategy,12
49-300,Special Topic: Integrated Product Conceptualization,Integrated Innovation Institute,12
49-313,Designing for the Internet of Things,Integrated Innovation Institute,12
49-700,Engineering Design Fundamentals,Integrated Innovation Institute,6
49-702,Business Fundamentals,Integrated Innovation Institute,6
49-701,Product Design Fundamentals,Integrated Innovation Institute,6
49-703,Career Planning for Integrated Innovators,Integrated Innovation Institute,6
49-704,Integrated Innovation Institute-Seminar & Workshop Series,Integrated Innovation Institute,0
49-711,Special Topics: Industrial Design Practice,Integrated Innovation Institute,6
49-710,Visual Processes,Integrated Innovation Institute,6
49-712,User Research Methods,Integrated Innovation Institute,6
49-713,Designing for the Internet of Things,Integrated Innovation Institute,6
49-716,Special Topics: Experience Innovation,Integrated Innovation Institute,12
49-715,Special Topics: IoT Ecosystems,Integrated Innovation Institute,6
49-722,Special Topics: Launching New Products,Integrated Innovation Institute,6
49-733,Designing Smart Systems,Integrated Innovation Institute,6
49-747,Integrated Innovation Institute Master's Essay,Integrated Innovation Institute,12
49-740,Integrated Product Development Methods,Integrated Innovation Institute,6
49-750,Software Product Definition,Integrated Innovation Institute,12
49-751,Requirements Analysis,Integrated Innovation Institute,12
49-752,Product Definition and Validation,Integrated Innovation Institute,12
49-753,User-Centered Research Methods for Product Innovation,Integrated Innovation Institute,12
49-770,Metrics for Software Managers,Integrated Innovation Institute,12
49-760,Foundations of Software Management,Integrated Innovation Institute,12
49-761,Elements of Software Management,Integrated Innovation Institute,12
49-774,Product Management,Integrated Innovation Institute,12
49-775,The First-Time Manager,Integrated Innovation Institute,12
49-786,Software Engineering Management,Integrated Innovation Institute,12
49-787,Architecture & Programming Principles,Integrated Innovation Institute,12
49-794,Software Management Industry Workshop,Integrated Innovation Institute,3
49-802,Innovation & Entrepreneurship,Integrated Innovation Institute,12
49-800,Commercializing Intellectual Property,Integrated Innovation Institute,12
49-808,Integrated Innovation for Large-Scale Problems,Integrated Innovation Institute,12
49-853,Product Management,Integrated Innovation Institute,6
49-855,Venture Governance: The Role of the Board of Directors and Advisory Boards,Integrated Innovation Institute,6
49-854,Business Models & Strategy,Integrated Innovation Institute,6
49-856,Legal Issues in New Venture Creation,Integrated Innovation Institute,6
38-050,Study Abroad,MCS Interdisciplinary,0
38-060,Study Abroad,MCS Interdisciplinary,0
38-101,EUREKA: Discovery and Its Impact,MCS Interdisciplinary,6
38-110,ENGAGE in Service,MCS Interdisciplinary,1
38-220,ENGAGE in the Arts,MCS Interdisciplinary,2
38-330,ENGAGE in Wellness: Looking Outward,MCS Interdisciplinary,1
38-430,ENGAGE in Wellness: Looking Forward,MCS Interdisciplinary,1
38-455,MCS Honors Research,MCS Interdisciplinary,6
27-050,Study Abroad,Materials Science & Engineering,0
27-100,Engineering the Materials of the Future,Materials Science & Engineering,12
27-201,Structure of Materials,Materials Science & Engineering,9
27-210,TBA,Materials Science & Engineering,6
27-211,Structure of Materials (Minor Option),Materials Science & Engineering,6
27-301,Microstructure and Properties I,Materials Science & Engineering,9
27-215,Thermodynamics of Materials,Materials Science & Engineering,12
27-324,Introduction to Polymer Science and Engineering,Materials Science & Engineering,9
27-401,MSE Capstone Course I,Materials Science & Engineering,6
27-406,Sustainable Materials,Materials Science & Engineering,9
27-432,"Electronic and Thermal Properties of Metals, Semiconductors and Related Devices",Materials Science & Engineering,9
27-411,Engineering Biomaterials,Materials Science & Engineering,9
27-500,Metal-Environment Reactions,Materials Science & Engineering,9
27-503,Additive Manufacturing and Materials,Materials Science & Engineering,9
27-514,Bio-nanotechnology: Principles and Applications,Materials Science & Engineering,9
27-515,Introduction to computational materials science,Materials Science & Engineering,9
27-675,Masters Report,Materials Science & Engineering,0
27-700,Energy Storage Materials and Systems,Materials Science & Engineering,12
27-702,Metal-Environment Reactions,Materials Science & Engineering,12
27-706,Hard and Superhard Materials,Materials Science & Engineering,6
27-703,Additive Manufacturing and Materials,Materials Science & Engineering,12
27-709,Engineering Biomaterials,Materials Science & Engineering,12
27-740,Practical Methods in Scanning Electron Microscopy,Materials Science & Engineering,6
27-774,Graduate Seminar,Materials Science & Engineering,0
27-766,Diffusion in Materials,Materials Science & Engineering,6
27-788,Defects in Materials,Materials Science & Engineering,6
27-797,Bonding of Materials,Materials Science & Engineering,6
27-796,Structure of Materials,Materials Science & Engineering,6
27-799,Thermodynamics II,Materials Science & Engineering,6
27-798,Thermodynamics I,Materials Science & Engineering,6
21-050,Study Abroad,Mathematical Sciences,0
21-101,Discrete-Time Dynamical Systems,Mathematical Sciences,3
21-111,Calculus I,Mathematical Sciences,10
21-112,Calculus II,Mathematical Sciences,10
21-120,Differential and Integral Calculus,Mathematical Sciences,10
21-122,Integration and Approximation,Mathematical Sciences,10
21-124,Calculus II for Biologists and Chemists,Mathematical Sciences,10
21-127,Concepts of Mathematics,Mathematical Sciences,10
21-128,Mathematical Concepts and Proofs,Mathematical Sciences,12
21-228,Discrete Mathematics,Mathematical Sciences,9
21-201,Undergraduate Colloquium,Mathematical Sciences,1
21-235,Mathematical Studies Analysis I,Mathematical Sciences,12
21-237,Mathematical Studies Algebra I,Mathematical Sciences,12
21-242,Matrix Theory,Mathematical Sciences,10
21-240,Matrix Algebra with Applications,Mathematical Sciences,10
21-256,Multivariate Analysis,Mathematical Sciences,9
21-241,Matrices and Linear Transformations,Mathematical Sciences,10
21-260,Differential Equations,Mathematical Sciences,9
21-259,Calculus in Three Dimensions,Mathematical Sciences,9
21-268,Multidimensional Calculus,Mathematical Sciences,10
21-301,Combinatorics,Mathematical Sciences,9
21-300,Basic Logic,Mathematical Sciences,9
21-295,Putnam Seminar,Mathematical Sciences,3
21-325,Probability,Mathematical Sciences,9
21-341,Linear Algebra,Mathematical Sciences,9
21-355,Principles of Real Analysis I,Mathematical Sciences,9
21-356,Principles of Real Analysis II,Mathematical Sciences,9
21-366,Introduction to Convex and Discrete Geometry,Mathematical Sciences,9
21-369,Numerical Methods,Mathematical Sciences,12
21-370,Discrete Time Finance,Mathematical Sciences,9
21-371,Functions of a Complex Variable,Mathematical Sciences,9
21-373,Algebraic Structures,Mathematical Sciences,9
21-393,Operations Research II,Mathematical Sciences,9
21-441,Number Theory,Mathematical Sciences,9
21-499,Research Topics in Discrete Math,Mathematical Sciences,9
21-602,Introduction to Set Theory I,Mathematical Sciences,12
21-603,Model Theory I,Mathematical Sciences,12
21-605,Teaching Mathematics,Mathematical Sciences,2
21-632,Introduction to Differential Equations,Mathematical Sciences,12
21-620,Real Analysis,Mathematical Sciences,6
21-610,Algebra I,Mathematical Sciences,12
21-621,Introduction to Lebesgue Integration,Mathematical Sciences,6
21-651,General Topology,Mathematical Sciences,12
21-701,Discrete Mathematics,Mathematical Sciences,12
21-690,Methods of Optimization,Mathematical Sciences,12
21-720,Measure and Integration,Mathematical Sciences,12
21-732,Partial Differential Equations I,Mathematical Sciences,12
21-742,Calculus Of Variations,Mathematical Sciences,12
21-762,Finite Element Methods,Mathematical Sciences,12
21-801,Random Graphs,Mathematical Sciences,12
21-880,Stochastic Calculus,Mathematical Sciences,12
21-997,Mathematics Colloquium,Mathematical Sciences,0
24-050,Study Abroad,Mechanical Engineering,0
24-104,Maker Series: Intro to Modern Making,Mechanical Engineering,3
24-101,Fundamentals of Mechanical Engineering,Mechanical Engineering,12
24-105,Special Topics: Maker Series: Intro to Laser Cutting & Engraving,Mechanical Engineering,1
24-200,Machine Shop Practice,Mechanical Engineering,1
24-202,Introduction to Computer Aided Design,Mechanical Engineering,1
24-205,Special Topics: Maker Series: Intro to Welding,Mechanical Engineering,1
24-207,Special Topics: Maker Series: Intro to CNC Router,Mechanical Engineering,1
24-206,Special Topics: Maker Series: Intro to Wood Working,Mechanical Engineering,1
24-221,Thermodynamics I,Mechanical Engineering,10
24-261,Statics,Mechanical Engineering,10
24-282,Special Topics: Linear Algebra and Vector Calculus for Engineers,Mechanical Engineering,11
24-281,Introduction to Scientific Computing,Mechanical Engineering,2
24-300,Fundamentals of CNC Machining,Mechanical Engineering,1
24-302,Mechanical Engineering Seminar I,Mechanical Engineering,2
24-334,Introduction to Biomechanics,Mechanical Engineering,9
24-322,Heat Transfer,Mechanical Engineering,10
24-351,Dynamics,Mechanical Engineering,10
24-352,Dynamic Systems and Controls,Mechanical Engineering,12
24-354,"Gadgetry: Sensors, Actuators, and Processors",Mechanical Engineering,9
24-370,Engineering Design I: Methods and Skills,Mechanical Engineering,12
24-424,Energy and the Environment,Mechanical Engineering,9
24-425,Combustion and Air Pollution Control,Mechanical Engineering,9
24-441,Engineering Design II: Conceptualization and Realization,Mechanical Engineering,12
24-451,Feedback Control Systems,Mechanical Engineering,12
24-452,Mechanical Systems Experimentation,Mechanical Engineering,9
24-614,Microelectromechanical Systems,Mechanical Engineering,12
24-626,Air Quality Engineering,Mechanical Engineering,12
24-632,Special Topics: Additive Manufacturing Processing and Product Development,Mechanical Engineering,12
24-635,Structural Analysis,Mechanical Engineering,9
24-643,Special Topics: Energy Storage Materials and Systems,Mechanical Engineering,12
24-650,Applied Finite Element Analysis,Mechanical Engineering,12
24-658,Image-Based Computational Modeling and Analysis,Mechanical Engineering,12
24-671,Special Topics: Electromechanical Systems Design,Mechanical Engineering,12
24-672,Special Topics in DIY Design and Fabrication,Mechanical Engineering,12
24-677,Special Topics: Linear Control Systems,Mechanical Engineering,12
24-680,Quantitative Entrepreneurship: Analysis for New Technology Commercialization,Mechanical Engineering,12
24-686,Special Topics in Advanced Mechanical Design,Mechanical Engineering,12
24-688,Introduction to CAD and CAE Tools,Mechanical Engineering,12
24-692,Special Topics: Engineering a Startup: How to Start and Grow a Hardware Company,Mechanical Engineering,12
24-691,Mechanical Engineering Project Management,Mechanical Engineering,12
24-693,Special Topics:  Leadership and Communication,Mechanical Engineering,12
24-703,Numerical Methods in Engineering,Mechanical Engineering,12
24-711,Fluid Dynamics,Mechanical Engineering,12
24-718,Computational Fluid Dynamics,Mechanical Engineering,12
24-704,Probability and Estimation Methods for Engineering Systems,Mechanical Engineering,12
24-722,Energy System Modeling,Mechanical Engineering,12
24-740,Combustion and Air Pollution Control,Mechanical Engineering,12
24-727,Special Topics: Aerosol Measurement Technology,Mechanical Engineering,12
24-730,Advanced Heat Transfer,Mechanical Engineering,12
24-751,Introduction to Solid Mechanics I,Mechanical Engineering,12
24-755,Finite Elements in Mechanics I,Mechanical Engineering,12
24-760,Special Topics:  Robot Dynamics and Analysis,Mechanical Engineering,12
24-753,Special Topics: Principles of Soft-Matter Machines & Electronics,Mechanical Engineering,12
24-771,Linear Systems,Mechanical Engineering,12
24-774,Special Topics: Advanced Control Systems Integration,Mechanical Engineering,12
24-780,Engineering Computation,Mechanical Engineering,12
24-787,Machine Learning and Artificial Intelligence for Engineers,Mechanical Engineering,12
24-791,Graduate Seminar I,Mechanical Engineering,0
24-892,Locomotion Seminar,Mechanical Engineering,0
92-800,Organizational Management: Culture,Medical Management:Sch of Pub Pol & Mgt,4
92-814,Evidence-Based Management,Medical Management:Sch of Pub Pol & Mgt,4
92-821,Project Management,Medical Management:Sch of Pub Pol & Mgt,4
92-848,Organizational Ethics,Medical Management:Sch of Pub Pol & Mgt,4
92-871,Executive Leadership,Medical Management:Sch of Pub Pol & Mgt,4
92-872,Operations Management,Medical Management:Sch of Pub Pol & Mgt,4
92-878,Business Plan Presentation,Medical Management:Sch of Pub Pol & Mgt,8
92-881,Process and Variation Control,Medical Management:Sch of Pub Pol & Mgt,4
92-882,Health Finance,Medical Management:Sch of Pub Pol & Mgt,8
92-889,Health Economics,Medical Management:Sch of Pub Pol & Mgt,4
92-892,Enterprise Data Analytics,Medical Management:Sch of Pub Pol & Mgt,4
92-985,Advanced Project Management,Medical Management:Sch of Pub Pol & Mgt,4
92-894,Health Law,Medical Management:Sch of Pub Pol & Mgt,4
82-102,Elementary French II,Modern Languages,12
82-103,Elementary French I Online,Modern Languages,12
82-050,Study Abroad,Modern Languages,0
82-101,Elementary French I,Modern Languages,12
82-104,Elementary French II Online,Modern Languages,12
82-114,Arabic for Global Exchange Online,Modern Languages,6
82-111,Elementary Arabic I,Modern Languages,12
82-115,Beginning Arabic for Oral Communication,Modern Languages,6
82-119,Arabic Calligraphy Culture & Skills,Modern Languages,9
82-122,Elementary German II,Modern Languages,12
82-131,Elementary Chinese I,Modern Languages,12
82-121,Elementary German I,Modern Languages,12
82-132,Elementary Chinese II,Modern Languages,12
82-134,Elementary Chinese Online II,Modern Languages,12
82-135,Elementary Chinese for Heritage Students,Modern Languages,9
82-133,Elementary Chinese Online I,Modern Languages,12
82-137,Chinese Calligraphy: Culture and Skills,Modern Languages,9
82-141,Elementary Spanish I,Modern Languages,12
82-142,Elementary Spanish II,Modern Languages,12
82-143,Elementary Spanish I Online,Modern Languages,12
82-161,Elementary Italian I,Modern Languages,12
82-171,Elementary Japanese I,Modern Languages,12
82-173,Introduction to Japanese I,Modern Languages,9
82-172,Elementary Japanese II,Modern Languages,12
82-174,Introduction to Japanese II,Modern Languages,9
82-180,Bilingual & Bicultural Experiences in the US,Modern Languages,9
82-191,Elementary Russian I,Modern Languages,12
82-201,Intermediate French I,Modern Languages,9
82-202,Intermediate French II,Modern Languages,9
82-215,"Arab Culture Through Dialogues, Film, and Literature",Modern Languages,9
82-211,Intermediate Arabic I,Modern Languages,12
82-221,Intermediate German I,Modern Languages,9
82-222,Intermediate German II,Modern Languages,9
82-231,Intermediate Chinese I,Modern Languages,12
82-232,Intermediate Chinese II,Modern Languages,12
82-235,"Fables, Legends and Stories from Ancient Chinese Civilization",Modern Languages,9
82-241,Intermediate Spanish I,Modern Languages,9
82-242,Intermediate Spanish II,Modern Languages,9
82-249,Hispanic Language & Cultures for the Professions,Modern Languages,9
82-248,"Arts, Media, & Social Change: Arts in Revolution - Cuba and Nicaragua",Modern Languages,9
82-267,Beyond the Mafia and Michelangelo: Italy Unmasked,Modern Languages,9
82-271,Intermediate Japanese I,Modern Languages,12
82-278,Japanese Film and Literature: The Art of Storytelling,Modern Languages,9
82-273,Introduction to Japanese Language and Culture,Modern Languages,9
82-283,Language Diversity & Cultural Identity,Modern Languages,9
82-285,Podcasting: Language and Culture Through Storytelling,Modern Languages,9
82-291,Intermediate Russian I,Modern Languages,12
82-286,French Cinema of the German Occupation: Fear and Escape,Modern Languages,9
82-293,Russian Cinema: From the Bolshevik Revolution to Putin's Russia,Modern Languages,9
82-301,"Advanced French Grammar, Syntax, and Stylistics",Modern Languages,3
82-303,Introduction to French Culture,Modern Languages,9
82-305,French in its Social Contexts,Modern Languages,9
82-304,The Francophone World,Modern Languages,9
82-311,Advanced Arabic I,Modern Languages,9
82-313,"Topics in Modern Arabic Language, Literature and Culture",Modern Languages,9
82-314,Literature of the Arabic-speaking World,Modern Languages,9
82-320,"Contemporary Society in Germany, Austria and Switzerland",Modern Languages,9
82-327,The Emergence of the German Speaking World,Modern Languages,9
82-331,Advanced Chinese I,Modern Languages,9
82-338,Mandarin Chinese for Oral Communication II,Modern Languages,9
82-342,Spain: Language and Culture,Modern Languages,9
82-343,Latin America: Language and Culture,Modern Languages,9
82-345,Outsiders Within - Exile Beyond Borders,Modern Languages,9
82-344,U.S. Latinos: Language and Culture,Modern Languages,9
82-371,Advanced Japanese I,Modern Languages,9
82-373,Structure of the Japanese Language,Modern Languages,9
82-383,Second Language Acquisition: Theories and Research,Modern Languages,9
82-394,Russian for Heritage Speakers: Babushka's Russia & Beyond,Modern Languages,9
82-425,1989 Three Decades Later: The Collapse of the German Democratic Republic,Modern Languages,9
82-415,La France au Moyen Orient,Modern Languages,9
82-434,Traditional Chinese Thought & Literature Through Comic Books,Modern Languages,9
82-443,Spanish Reading and Translation Workshop,Modern Languages,9
82-450,Advanced Research in Hispanic Language & Culture,Modern Languages,9
82-473,"Changing Cultural Icons: Samurai, Kamikaze, and Pokemon",Modern Languages,9
82-511,Special Topics in Arabic Studies,Modern Languages,9
82-783,Second Language Acquisition: Theories and Research,Modern Languages,9
82-793,Teaching Methodologies for the Foreign Language Classroom,Modern Languages,9
82-881,Research Methods in Second Language Acquisition,Modern Languages,9
82-888,Introduction to Linguistic Data Analysis Using R,Modern Languages,9
57-006,Vocal Master Class I,Music,0
57-008,Vocal Master Class II,Music,0
57-010,Voice Studio Performance Class,Music,0
57-011,Piano Studio Performance Class,Music,0
57-015,Violin Studio Performance Class,Music,0
57-016,Viola Studio Performance Class,Music,0
57-018,Double Bass Studio Performance Class,Music,0
57-020,Flute Studio Performance Class,Music,0
57-021,Oboe Studio Performance Class,Music,0
57-022,Clarinet Studio Performance Class,Music,0
57-023,Bassoon Studio Performance Class,Music,0
57-030,Percussion Studio Performance Class,Music,0
57-031,Composers Forum,Music,0
57-101,Introduction to Music Technology,Music,6
57-100,Convocation,Music,1
57-103,Elective Studio (Beginning Piano Class),Music,3
57-105,Elective Studio (Jazz Piano I Class),Music,3
57-107,Elective Studio (Jazz Piano II Class),Music,3
57-111,Movement and Dance I,Music,3
57-118,Instrumental Ensemble,Music,6
57-117,Chorus,Music,6
57-143,Elective Studio (Alexander Technique I),Music,3
57-145,Elective Studio (Alexander Technique II),Music,3
57-149,Basic Harmony I,Music,9
57-151,Counterpoint in Theory and Application,Music,6
57-161,Eurhythmics I,Music,3
57-152,Harmony I,Music,9
57-163,Eurhythmics III,Music,3
57-171,Introduction to Music Technology (self-paced),Music,6
57-180,Basic Solfege I,Music,3
57-173,Survey of Western Music History,Music,9
57-181,Solfege I,Music,3
57-183,Solfege III,Music,3
57-185,Advanced Solfege I,Music,3
57-188,Repertoire and Listening for Musicians,Music,1
57-189,Introduction to Repertoire and Listening for Musicians,Music,3
57-191,Keyboard Studies,Music,3
57-209,The Beatles,Music,9
57-193,Collaborative Piano Skills I,Music,3
57-211,Movement and Dance III,Music,3
57-220,English Diction,Music,3
57-221,Italian Diction,Music,3
57-222,French Diction,Music,3
57-223,German Diction,Music,3
57-226,Chamber Music: String Quartet,Music,3
57-227,Jazz Orchestra,Music,3
57-228,Chamber Music: Woodwind and Mixed,Music,3
57-229,Chamber Music: Woodwind and Mixed,Music,3
57-230,Baroque Ensemble,Music,3
57-231,Chamber Ensemble: Brass Ensemble,Music,3
